"reference","ID","Name","Grade","Listing.date","Amendment.date","Capture.scale","NHLE.link","National.Grid.Reference","Easting","Northing","dataset","end.date","entity","entry.date","geojson","geometry","name","organisation.entity","point","prefix","start.date","typology","categories","documentation.url","geography","heritage.at.risk","legislation","notes","organisation"
"1034139","12617","CHURCH OF ST MARY","II*","8/22/1966 12:00:00 AM","","1.777777778","https://historicengland.org.uk/listing/the-list/list-entry/1034139","SU 31911 70550",431911,170550,"heritage-at-risk",NA,7502505,"2021-05-27",NA,"MULTIPOLYGON (((-1.542313 51.433050,-1.542331 51.433070,-1.542349 51.433051,-1.542313 51.433050)))","Church of St Mary, A419",16,"POINT(-1.542331 51.433057)","heritage-at-risk",NA,"geography",NA,"https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/12636",NA,NA,NA,NA,NA
"1034282","12760","CHURCH OF ST JOHN","II","2/14/1992 12:00:00 AM","","1.777777778","https://historicengland.org.uk/listing/the-list/list-entry/1034282","SZ 59963 84632",459963,84632,"heritage-at-risk",NA,7502259,"2024-09-26",NA,"MULTIPOLYGON (((-1.153025 50.658268,-1.153042 50.658287,-1.153061 50.658268,-1.153025 50.658268)))","Church of St John, Carter Street",16,"POINT(-1.153043 50.658274)","heritage-at-risk",NA,"geography",NA,"https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/11505",NA,NA,NA,NA,NA
"1034494","12970","CHURCH OF ST THOMAS","I","10/01/1953 00:00","","0.909722222","https://historicengland.org.uk/listing/the-list/list-entry/1034494","SZ 49973 89145",449973,89146,"heritage-at-risk",NA,7502270,"2022-12-21",NA,"MULTIPOLYGON (((-1.293740 50.699792,-1.293758 50.699811,-1.293776 50.699792,-1.293740 50.699792)))","Church of St Thomas, St Thomas's Square",16,"POINT(-1.293758 50.699798)","heritage-at-risk",NA,"geography",NA,"https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/12855",NA,NA,NA,NA,NA
"1035500","13969","CHURCH OF SAINT MARY INCLUDING BEAUCHAMP CHAPEL","I","01/10/1953 00:00","","0.909722222","https://historicengland.org.uk/listing/the-list/list-entry/1035500","SP 28199 64982",428199,264983,"heritage-at-risk",NA,7502441,"2024-09-26",NA,"MULTIPOLYGON (((-1.588034 52.282274,-1.588052 52.282293,-1.588070 52.282274,-1.588034 52.282274)))","Church of St Mary including Beauchamp Chapel",16,"POINT(-1.588052 52.282280)","heritage-at-risk",NA,"geography",NA,"https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/11846",NA,NA,NA,NA,NA
"1035567","14036","CHURCH OF ALL SAINTS","I","5/30/1967 12:00:00 AM","","1.777777778","https://historicengland.org.uk/listing/the-list/list-entry/1035567","SP 41346 58896",441346,258896,"heritage-at-risk",NA,7502914,"2024-09-26",NA,"MULTIPOLYGON (((-1.396069 52.226731,-1.396087 52.226751,-1.396105 52.226731,-1.396069 52.226731)))","Church of All Saints, Church Road",16,"POINT(-1.396087 52.226738)","heritage-at-risk",NA,"geography",NA,"https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/21800",NA,NA,NA,NA,NA
"1037739","16193","UNITARIAN CHAPEL","I","12/19/1951 12:00:00 AM","","1.777777778","https://historicengland.org.uk/listing/the-list/list-entry/1037739","TM 16187 44378",616187,244378,"heritage-at-risk",NA,7502963,"2021-05-27",NA,"MULTIPOLYGON (((1.151930 52.055597,1.151913 52.055617,1.151894 52.055598,1.151930 52.055597)))","Unitarian Chapel, Friars Street, Ipswich",16,"POINT(1.151912 52.055604)","heritage-at-risk",NA,"geography",NA,"https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/23010",NA,NA,NA,NA,NA
"1037810","16264","PROSPECT TOWER AND ATTACHED WING","II*","11/20/1987 12:00:00 AM","","1.777777778","https://historicengland.org.uk/listing/the-list/list-entry/1037810","SJ 89677 55341",389677,355341,"heritage-at-risk",NA,7502734,"2024-09-26",NA,"MULTIPOLYGON (((-2.155590 53.095184,-2.155608 53.095203,-2.155627 53.095183,-2.155590 53.095184)))","Prospect Tower and attached wing, Knypersley",16,"POINT(-2.155608 53.095190)","heritage-at-risk",NA,"geography",NA,"https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/49365",NA,NA,NA,NA,NA
"1038484","16931","Sinai Park","II*","9/17/1952 12:00:00 AM","","1.777777778","https://historicengland.org.uk/listing/the-list/list-entry/1038484","SK 22221 23097",422221,323097,"heritage-at-risk",NA,7502507,"2024-09-26",NA,"MULTIPOLYGON (((-1.671799 52.804984,-1.671817 52.805003,-1.671836 52.804984,-1.671799 52.804984)))","Sinai Park, Burton on Trent",16,"POINT(-1.671817 52.804990)","heritage-at-risk",NA,"geography",NA,"https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/46964",NA,NA,NA,NA,NA
"1038565","17012","SCARISBRICK HALL AT 392 127","I","4/26/1963 12:00:00 AM","","1.777777778","https://historicengland.org.uk/listing/the-list/list-entry/1038565","SD 39171 12594",339171,412595,"heritage-at-risk",NA,7502506,"2024-09-26",NA,"MULTIPOLYGON (((-2.920769 53.606370,-2.920788 53.606389,-2.920806 53.606370,-2.920769 53.606370)))","Scarisbrick Hall, Southport Road, Scarisbrick, Ormskirk",16,"POINT(-2.920788 53.606376)","heritage-at-risk",NA,"geography",NA,"https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/46554",NA,NA,NA,NA,NA
"1038830","17271","CHURCH TOWER APPROXIMATELY 100 METRES NORTH OF CHURCH OF ST JOHN","II*","2/27/1964 12:00:00 AM","1/15/1988 12:00:00 AM","1.777777778","https://historicengland.org.uk/listing/the-list/list-entry/1038830","SK 10944 04382",410944,304382,"heritage-at-risk",NA,7502737,"2021-12-01",NA,"MULTIPOLYGON (((-1.839692 52.637087,-1.839711 52.637107,-1.839729 52.637087,-1.839692 52.637087)))","Church Tower north of Church of St John, St Johns Hill",16,"POINT(-1.839711 52.637094)","heritage-at-risk",NA,"geography",NA,"https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/46974",NA,NA,NA,NA,NA
"1038893","17334","CHETWYND BRIDGE","II*","03/09/1953 00:00","11/20/1986 12:00:00 AM","1.777777778","https://historicengland.org.uk/listing/the-list/list-entry/1038893","SK1879213920",418792,313920,"heritage-at-risk",NA,7502738,"2022-12-21",NA,"MULTIPOLYGON (((-1.723179 52.722617,-1.723197 52.722636,-1.723216 52.722617,-1.723179 52.722617)))","Chetwynd Bridge (that part in Alrewas), Tamworth Road",16,"POINT(-1.723197 52.722623)","heritage-at-risk",NA,"geography",NA,"https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/369915",NA,NA,NA,NA,NA
"1039047","17485","Engine House and Boiler House at Mill Meece Pumping Station","II*","4/25/1980 12:00:00 AM","3/23/2015 3:12:49 PM","1.777777778","https://historicengland.org.uk/listing/the-list/list-entry/1039047","SJ8303133914",383022,333928,"heritage-at-risk",NA,7502739,"2024-09-26",NA,"MULTIPOLYGON (((-2.253717 52.902703,-2.253751 52.902687,-2.253729 52.902670,-2.253753 52.902658,-2.253732 52.902642,-2.253770 52.902624,-2.253832 52.902673,-2.254182 52.902508,-2.254046 52.902403,-2.253925 52.902459,-2.253710 52.902293,-2.253697 52.902299,-2.253667 52.902275,-2.253535 52.902335,-2.253566 52.902360,-2.253555 52.902366,-2.253766 52.902530,-2.253690 52.902566,-2.253750 52.902612,-2.253714 52.902629,-2.253633 52.902566,-2.253549 52.902606,-2.253668 52.902698,-2.253694 52.902686,-2.253717 52.902703)))","Engine House and Boiler House at Mill Meece Pumping Station",16,"POINT(-2.253823 52.902497)","heritage-at-risk",NA,"geography",NA,"https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/326114",NA,NA,NA,NA,NA
"1039667","18098","8, 8A, 9 AND 9A, GEORGE ROW","II*","12/09/1968 00:00","","1.777777778","https://historicengland.org.uk/listing/the-list/list-entry/1039667","SP 75470 60417",475470,260417,"heritage-at-risk",NA,7502238,"2024-09-26",NA,"MULTIPOLYGON (((-0.896221 52.236788,-0.896239 52.236807,-0.896258 52.236788,-0.896221 52.236788)))","8, 8a, 9 and 9a, George Row",16,"POINT(-0.896239 52.236794)","heritage-at-risk",NA,"geography",NA,"https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/326195",NA,NA,NA,NA,NA
"1039722","18153","CHURCH OF ST ANDREW","I","05/03/1968 00:00","","1.777777778","https://historicengland.org.uk/listing/the-list/list-entry/1039722","SP 80810 62910",480810,262910,"heritage-at-risk",NA,7502242,"2022-12-21",NA,"MULTIPOLYGON (((-0.817449 52.258441,-0.817467 52.258460,-0.817486 52.258441,-0.817449 52.258441)))","Church of St Andrew, Church Walk, Billing",16,"POINT(-0.817467 52.258447)","heritage-at-risk",NA,"geography",NA,"https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/18184",NA,NA,NA,NA,NA
"1040083","18514","APETHORPE PALACE FORMERLY KNOWN AS APETHORPE HALL","I","5/23/1967 12:00:00 AM","","1.777777778","https://historicengland.org.uk/listing/the-list/list-entry/1040083","TL 02318 95458",502318,295458,"heritage-at-risk",NA,7502243,"2024-09-26",NA,"MULTIPOLYGON (((-0.492508 52.547377,-0.492526 52.547397,-0.492545 52.547378,-0.492508 52.547377)))","Apethorpe Palace",16,"POINT(-0.492526 52.547384)","heritage-at-risk",NA,"geography",NA,"https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/46238",NA,NA,NA,NA,NA
"1040265","18694","CHURCH OF ST PETER","I","5/23/1967 12:00:00 AM","","1.777777778","https://historicengland.org.uk/listing/the-list/list-entry/1040265","SP 97763 81006",497763,281006,"heritage-at-risk",NA,7502244,"2024-09-26",NA,"MULTIPOLYGON (((-0.563891 52.418330,-0.563908 52.418349,-0.563927 52.418330,-0.563891 52.418330)))","Church of St Peter, Main Road",16,"POINT(-0.563909 52.418336)","heritage-at-risk",NA,"geography",NA,"https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/11225",NA,NA,NA,NA,NA
"1040278","18707","ASHTON MILL","II*","05/12/1969 00:00","12/17/2009 12:00:00 AM","0.909722222","https://historicengland.org.uk/listing/the-list/list-entry/1040278","TL 05166 88217",505166,288217,"heritage-at-risk",NA,7502239,"2024-09-26",NA,"MULTIPOLYGON (((-0.452814 52.481763,-0.452832 52.481783,-0.452851 52.481763,-0.452814 52.481763)))","Ashton Mill, Oundle Road",16,"POINT(-0.452832 52.481770)","heritage-at-risk",NA,"geography",NA,"https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/49999",NA,NA,NA,NA,NA
"1040666","19093","CHURCH OF ST MARY","II*","08/02/1972 00:00","","1.777777778","https://historicengland.org.uk/listing/the-list/list-entry/1040666","SP 85952 72362",485952,272362,"heritage-at-risk",NA,7502248,"2021-05-27",NA,"MULTIPOLYGON (((-0.739724 52.342617,-0.739742 52.342637,-0.739761 52.342617,-0.739724 52.342617)))","Church of St Mary, The Green",16,"POINT(-0.739742 52.342624)","heritage-at-risk",NA,"geography",NA,"https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/19484",NA,NA,NA,NA,NA
"1040676","19103","CHURCH OF ST PETER AND PAUL
CHURCH OF ST PETER AND ST PAUL","II*","5/28/1954 12:00:00 AM","5/13/1986 12:00:00 AM","1.777777778","https://historicengland.org.uk/listing/the-list/list-entry/1040676","SP 82167 67210",482167,267210,"heritage-at-risk",NA,7502247,"2021-05-27",NA,"MULTIPOLYGON (((-0.796526 52.296890,-0.796544 52.296909,-0.796563 52.296890,-0.796526 52.296890)))","Church of St Peter and Paul, Main Street",16,"POINT(-0.796544 52.296896)","heritage-at-risk",NA,"geography",NA,"https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/21193",NA,NA,NA,NA,NA
"1040916","19343","CHURCH OF ST JOHN THE BAPTIST","II*","5/17/1960 12:00:00 AM","","1.777777778","https://historicengland.org.uk/listing/the-list/list-entry/1040916","SP 69917 51629",469917,251629,"heritage-at-risk",NA,7502249,"2024-09-26",NA,"MULTIPOLYGON (((-0.979337 52.158526,-0.979355 52.158545,-0.979374 52.158526,-0.979337 52.158526)))","Church of St John the Baptist, High Street South",16,"POINT(-0.979355 52.158532)","heritage-at-risk",NA,"geography",NA,"https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/23098",NA,NA,NA,NA,NA
"1041021","19448","CHURCH OF ST PETER AND ST PAUL","II*","05/03/1968 00:00","","1.777777778","https://historicengland.org.uk/listing/the-list/list-entry/1041021","SP 65960 58714",465960,258714,"heritage-at-risk",NA,7502245,"2021-05-27",NA,"MULTIPOLYGON (((-1.035795 52.222701,-1.035813 52.222721,-1.035832 52.222701,-1.035795 52.222701)))","Church of St Peter and St Paul, Church Street",16,"POINT(-1.035813 52.222708)","heritage-at-risk",NA,"geography",NA,"https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/16575",NA,NA,NA,NA,NA
"1041190","19616","CHURCH OF ST PETER AND ST PAUL","I","02/04/1969 00:00","","1.777777778","https://historicengland.org.uk/listing/the-list/list-entry/1041190","SP 49074 43947",449074,243947,"heritage-at-risk",NA,7502801,"2024-09-26",NA,"MULTIPOLYGON (((-1.285094 52.091706,-1.285112 52.091725,-1.285131 52.091706,-1.285094 52.091706)))","Church of St Peter and St Paul, Church Lane",16,"POINT(-1.285112 52.091712)","heritage-at-risk",NA,"geography",NA,"https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/11159",NA,NA,NA,NA,NA
"1041214","19640","CHURCH OF ST JOHN THE BAPTIST","I","02/04/1969 00:00","","1.777777778","https://historicengland.org.uk/listing/the-list/list-entry/1041214","SP 48244 53189",448244,253189,"heritage-at-risk",NA,7502246,"2024-09-26",NA,"MULTIPOLYGON (((-1.295901 52.174864,-1.295919 52.174884,-1.295938 52.174865,-1.295901 52.174864)))","Church of St John the Baptist, Church Road",16,"POINT(-1.295919 52.174871)","heritage-at-risk",NA,"geography",NA,"https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/19586",NA,NA,NA,NA,NA
"1041317","19743","CHURCH OF OUR LADY","I","7/28/1950 12:00:00 AM","","1.777777778","https://historicengland.org.uk/listing/the-list/list-entry/1041317","NZ 32188 76416",432188,576416,"heritage-at-risk",NA,7502250,"2024-09-26",NA,"MULTIPOLYGON (((-1.497335 55.081153,-1.497354 55.081172,-1.497374 55.081153,-1.497335 55.081153)))","Church of Our Lady, Seaton Delaval",16,"POINT(-1.497354 55.081159)","heritage-at-risk",NA,"geography",NA,"https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/17014",NA,NA,NA,NA,NA
"1041329","19755","BOUNDARY WALL AROUND FORT HOUSE WITH ATTACHED STRUCTURES","II*","7/15/1987 12:00:00 AM","","1.777777778","https://historicengland.org.uk/listing/the-list/list-entry/1041329","NZ 34175 75928",434175,575928,"heritage-at-risk",NA,7502802,"2024-09-26",NA,"MULTIPOLYGON (((-1.466276 55.076637,-1.466295 55.076657,-1.466315 55.076638,-1.466276 55.076637)))","North west pillbox, Fort House, A193 (east side of), Hartley, Seaton Sluice",16,"POINT(-1.466295 55.076644)","heritage-at-risk",NA,"geography",NA,"https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/48149",NA,NA,NA,NA,NA
"1041381","19805","ENTRANCE SCREEN AND GATES TO HARTFORD HALL","II*","12/18/1986 12:00:00 AM","","1.777777778","https://historicengland.org.uk/listing/the-list/list-entry/1041381","NZ 24324 80237",424324,580237,"heritage-at-risk",NA,7502803,"2024-09-26",NA,"MULTIPOLYGON (((-1.620194 55.115935,-1.620213 55.115954,-1.620233 55.115935,-1.620194 55.115935)))","Entrance gates to Hartford Hall, Hartford Bridge",16,"POINT(-1.620213 55.115941)","heritage-at-risk",NA,"geography",NA,"https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/48151",NA,NA,NA,NA,NA
"1041425","19849","GENERAL LAMBERT'S HOUSE","II*","8/25/1977 12:00:00 AM","","1.777777778","https://historicengland.org.uk/listing/the-list/list-entry/1041425","NU 18518 13495",418518,613495,"heritage-at-risk",NA,7502251,"2024-09-26",NA,"MULTIPOLYGON (((-1.709044 55.415022,-1.709064 55.415041,-1.709084 55.415022,-1.709044 55.415022)))","General Lambert's House, 31 and 33, Narrowgate",16,"POINT(-1.709064 55.415028)","heritage-at-risk",NA,"geography",NA,"https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/49653",NA,NA,NA,NA,NA
"1042214","20635","UNION SUSPENSION BRIDGE (THAT PART IN ENGLAND)","I","02/11/1988 00:00","","1.777777778","https://historicengland.org.uk/listing/the-list/list-entry/1042214","NT 93416 51034",393416,651034,"heritage-at-risk",NA,7502253,"2021-12-01",NA,"MULTIPOLYGON (((-2.106452 55.752617,-2.106472 55.752637,-2.106491 55.752617,-2.106452 55.752617)))","Union Suspension Bridge (that part in England)",16,"POINT(-2.106472 55.752624)","heritage-at-risk",NA,"geography",NA,"https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/65497",NA,NA,NA,NA,NA
"1042370","20791","AKELD BASTLE AND ATTACHED WALLING TO SOUTH","II*","5/14/1986 12:00:00 AM","","1.777777778","https://historicengland.org.uk/listing/the-list/list-entry/1042370","NT 95767 29408",395767,629408,"heritage-at-risk",NA,7502252,"2024-09-26",NA,"MULTIPOLYGON (((-2.068653 55.558333,-2.068673 55.558353,-2.068693 55.558333,-2.068653 55.558333)))","Akeld Bastle and attached walling to south",16,"POINT(-2.068673 55.558340)","heritage-at-risk",NA,"geography",NA,"https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/65629",NA,NA,NA,NA,NA
"1042512","20933","HAYDON OLD CHURCH","I","4/15/1969 12:00:00 AM","02/12/1985 00:00","1.777777778","https://historicengland.org.uk/listing/the-list/list-entry/1042512","NY 84229 65294",384229,565295,"heritage-at-risk",NA,7502254,"2024-09-26",NA,"MULTIPOLYGON (((-2.247939 54.981997,-2.247959 54.982016,-2.247978 54.981997,-2.247939 54.981997)))","Haydon Old Church, Old Haydon",16,"POINT(-2.247959 54.982003)","heritage-at-risk",NA,"geography",NA,"https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/18981",NA,NA,NA,NA,NA
"1043086","21504","POLEGATE WINDMILL","II*","10/13/1952 12:00:00 AM","","1.777777778","https://historicengland.org.uk/listing/the-list/list-entry/1043086","TQ 58152 04072",558152,104072,"heritage-at-risk",NA,7505449,"2024-09-26",NA,"MULTIPOLYGON (((0.243647 50.814597,0.243630 50.814617,0.243611 50.814598,0.243647 50.814597)))","Polegate Windmill, Park Croft",16,"POINT(0.243629 50.814604)","heritage-at-risk",NA,"geography",NA,"https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/66185",NA,NA,NA,NA,NA
"1043353","21770","PARISH CHURCH OF ST ANDREW","I","8/30/1966 12:00:00 AM","","0.909722222","https://historicengland.org.uk/listing/the-list/list-entry/1043353","TQ 52151 03001",552151,103001,"heritage-at-risk",NA,7502915,"2024-09-26",NA,"MULTIPOLYGON (((0.158087 50.806577,0.158070 50.806596,0.158051 50.806577,0.158087 50.806577)))","Church of St Andrew, The Tye",16,"POINT(0.158069 50.806583)","heritage-at-risk",NA,"geography",NA,"https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/12686",NA,NA,NA,NA,NA
"1043389","21806","1-12, 12A AND 12B PELHAM ARCADE","II*","05/03/1988 00:00","07/04/2011 12:01","0.909722222","https://historicengland.org.uk/listing/the-list/list-entry/1043389","TQ8201609386",582016,109387,"heritage-at-risk",NA,7502260,"2024-09-26",NA,"MULTIPOLYGON (((0.584770 50.855440,0.584769 50.855449,0.584760 50.855450,0.584727 50.855449,0.584723 50.855441,0.584596 50.855437,0.584586 50.855447,0.584550 50.855446,0.584536 50.855442,0.584536 50.855415,0.584322 50.855362,0.584196 50.855302,0.584140 50.855265,0.584220 50.855240,0.584929 50.855278,0.585188 50.855281,0.585191 50.855313,0.585087 50.855362,0.584996 50.855391,0.584772 50.855430,0.584770 50.855440)))","Pelham Arcade, 1-12 and 12A, Pelham Place, Hastings",16,"POINT(0.584665 50.855333)","heritage-at-risk",NA,"geography",NA,"https://historicengland.org.uk/advice/heritage-at-risk/search-register/list-entry/50100",NA,NA,NA,NA,NA
